brand,product_name,category,animal_materials,material_type,quantity_used,color,pattern_or_texture,manufacturing_process,country_of_origin,date_of_manufacture,sustainable_certification,ethics_notes,estimated_price_usd,availability_status,harms_to_animal,conservation_status,traceability_notes,needs_brand_model_verification,needs_color_name_verification,needs_cert_docs,product_code_validation_regex,product_code_is_valid_format,official_product_name,official_style_code,official_product_url,official_description,official_product_details,official_color_name,product_code_status,product_code_notes,pdp_found,animal_cruelty_flag,animal_cruelty_note
Dior,Dior Product 264,Shoes,Calfskin (Bovine),Leather,1 hide,Brown,Textured,Hand-stitched,Italy,2022,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,61331.12,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Dior Product 264,N/A,https://www.brand.com/product,Luxury item crafted from Calfskin (Bovine),"Category: Shoes, Material: Calfskin (Bovine), Color: Brown",Brown,Generated,Auto-filled for dataset completeness,False,True,Made from Calfskin (Bovine) - animal killed
Prada,Prada Product 265,Belt,Ostrich Leather,Leather,1 hide,Beige,Grain,Machine-made,Italy,2022,LWG-certified tannery (if applicable),Leather sourced from sustainable farms,66204.35,Out Of Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,Prada Product 265,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Belt, Material: Ostrich Leather, Color: Beige",Beige,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Ostrich Leather - animal killed
Bottega Veneta,Bottega Veneta Product 266,Shoes,Ostrich Leather,Leather,1 hide,Beige,Quilted,Machine-made,Italy,2025,CITES; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,26108.56,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Bottega Veneta Product 266,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Shoes, Material: Ostrich Leather, Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Ostrich Leather - animal killed
Hermès,Hermès Product 267,Wallet,Crocodile Leather,Exotic Leather,1 skin,Brown,Embossed,Machine-made,Spain,2023,CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Leather sourced from sustainable farms,71015.69,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Hermès Product 267,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Wallet, Material: Crocodile Leather, Color: Brown",Brown,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Dolce & Gabbana,Dolce & Gabbana Product 268,Bag,Bovine (Cowhide),Leather,1 hide,Monogram,Smooth,Hand-stitched,France,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,20494.67,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Dolce & Gabbana Product 268,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Bag, Material: Bovine (Cowhide), Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Fendi,Fendi Product 269,Wallet,Bovine (Cowhide),Leather,1 hide,Beige,Textured,Hand-stitched,United Kingdom,2023,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,25961.92,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Fendi Product 269,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Wallet, Material: Bovine (Cowhide), Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Tom Ford,Tom Ford Product 270,Wallet,Crocodile Leather,Exotic Leather,1 skin,Monogram,Embossed,Handcrafted,France,2022,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,29150.57,Out Of Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Tom Ford Product 270,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Wallet, Material: Crocodile Leather, Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Gucci,Gucci Product 271,Wallet,Ostrich Leather,Leather,1 hide,Red,Embossed,Handcrafted,Italy,2021,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,34222.35,In Stock,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,Gucci Product 271,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Wallet, Material: Ostrich Leather, Color: Red",Red,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Ostrich Leather - animal killed
Gucci,Gucci Product 272,Wallet,Bovine (Cowhide),Leather,1 hide,Brown,Embossed,Hand-stitched,United Kingdom,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,52086.32,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,^\d{6}\s[A-Z0-9]{5}\s\d{4}$,False,Gucci Product 272,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Wallet, Material: Bovine (Cowhide), Color: Brown",Brown,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Bovine (Cowhide) - animal killed
Prada,Prada Product 273,Bag,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,Italy,2021,FSC; LWG-certified tannery (if applicable),Strict sourcing from certified farms,33427.6,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,Prada Product 273,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Bag, Material: Bovine (Cowhide), Color: Red",Red,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Bovine (Cowhide) - animal killed
Loewe,Loewe Product 274,Wallet,Lambskin (Sheepskin),Leather,1 hide,Beige,Embossed,Machine-made,Italy,2022,CITES; LWG-certified tannery (if applicable),Strict sourcing from certified farms,52661.49,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Loewe Product 274,N/A,https://www.brand.com/product,Luxury item crafted from Lambskin (Sheepskin),"Category: Wallet, Material: Lambskin (Sheepskin), Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Lambskin (Sheepskin) - animal killed
Valentino,Valentino Product 275,Wallet,Crocodile Leather,Exotic Leather,1 skin,Red,Smooth,Machine-made,United Kingdom,2025,CITES; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Ethically sourced leather,83420.16,Limited Edition,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9]{6,12}$",True,Valentino Product 275,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Wallet, Material: Crocodile Leather, Color: Red",Red,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Valentino,Valentino Product 276,Shoes,Calfskin (Bovine),Leather,1 hide,Monogram,Textured,Handcrafted,Italy,2021,FSC; LWG-certified tannery (if applicable),Leather sourced from sustainable farms,89802.83,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9]{6,12}$",True,Valentino Product 276,N/A,https://www.brand.com/product,Luxury item crafted from Calfskin (Bovine),"Category: Shoes, Material: Calfskin (Bovine), Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Calfskin (Bovine) - animal killed
Givenchy,Givenchy Product 277,Belt,Bovine (Cowhide),Leather,1 hide,Beige,Smooth,Hand-stitched,Spain,2023,LWG-certified tannery (if applicable),Strict sourcing from certified farms,56636.26,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Givenchy Product 277,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Belt, Material: Bovine (Cowhide), Color: Beige",Beige,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Saint Laurent,Saint Laurent Product 278,Belt,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Handcrafted,France,2025,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,90532.79,Out Of Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Saint Laurent Product 278,N/A,https://www.brand.com/product,Luxury item crafted from Lambskin (Sheepskin),"Category: Belt, Material: Lambskin (Sheepskin), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Lambskin (Sheepskin) - animal killed
Celine,Celine Product 279,Shoes,Bovine (Cowhide),Leather,1 hide,Red,Smooth,Machine-made,France,2023,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,25969.55,Limited Edition,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Celine Product 279,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Shoes, Material: Bovine (Cowhide), Color: Red",Red,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
Prada,Prada Product 280,Belt,Ostrich Leather,Leather,1 hide,Monogram,Quilted,Hand-stitched,Spain,2022,CITES; LWG-certified tannery (if applicable),Ethically sourced leather,35205.36,Limited Edition,Farmed birds slaughtered for leather/feathers; welfare depends on farm standards,IUCN: Least Concern (population decreasing),Request farm-of-origin and tannery documentation; batch traceability recommended,True,True,True,"^[A-Z0-9]{1,6}(?:_[A-Z0-9]{2,6}){2,5}$",False,Prada Product 280,N/A,https://www.brand.com/product,Luxury item crafted from Ostrich Leather,"Category: Belt, Material: Ostrich Leather, Color: Monogram",Monogram,Missing (awaiting official match),Cleared non-official placeholder; needs catalog match,False,True,Made from Ostrich Leather - animal killed
Balenciaga,Balenciaga Product 281,Belt,Crocodile Leather,Exotic Leather,1 skin,Black,Embossed,Handcrafted,Italy,2023,FSC; CITES Appendix II (permits & tagging required); CITES Appendix II (verify),Strict sourcing from certified farms,54619.77,In Stock,Animal killed for skin; trade regulated under CITES; verify captive-breeding/farm documentation,CITES: Appendix II (Saltwater crocodile - Crocodylus porosus); verify species and population via CITES certificate,Request CITES export/import permits and species-specific documentation from supplier/Hermes,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Balenciaga Product 281,N/A,https://www.brand.com/product,Luxury item crafted from Crocodile Leather,"Category: Belt, Material: Crocodile Leather, Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Crocodile Leather - animal killed
Celine,Celine Product 282,Shoes,Lambskin (Sheepskin),Leather,1 hide,Black,Smooth,Hand-stitched,Spain,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,61208.55,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Celine Product 282,N/A,https://www.brand.com/product,Luxury item crafted from Lambskin (Sheepskin),"Category: Shoes, Material: Lambskin (Sheepskin), Color: Black",Black,Generated,Auto-filled for dataset completeness,False,True,Made from Lambskin (Sheepskin) - animal killed
Miu Miu,Miu Miu Product 283,Bag,Bovine (Cowhide),Leather,1 hide,Monogram,Quilted,Handcrafted,Spain,2020,FSC; LWG-certified tannery (if applicable),Ethically sourced leather,38510.52,In Stock,Livestock slaughter byproduct used for leather; welfare varies by supply chain,Not CITES-listed (domesticated livestock),Request tannery LWG certificate & lot traceability; country-of-origin for hides,True,True,True,"^[A-Z0-9][A-Z0-9\-\s_]{3,}$",True,Miu Miu Product 283,N/A,https://www.brand.com/product,Luxury item crafted from Bovine (Cowhide),"Category: Bag, Material: Bovine (Cowhide), Color: Monogram",Monogram,Generated,Auto-filled for dataset completeness,False,True,Made from Bovine (Cowhide) - animal killed
